code,title,definition,longdefinition,inclusions,exclusions
LD2A.1,"46,XY gonadal dysgenesis",This is any congenital developmental disorder of the reproductive system characterised by a progressive loss of primordial germ cells on the developing gonads of an embryo.,,,
LD2A.2,Testicular agenesis,"A rare 46,XY disorder of gonadal development characterized by congenital complete absence of testicular tissue in an individual with an otherwise male phenotype and normal karyotype. In addition, a small penis is a frequent finding in anorchid patients. Typical hormonal characteristics are elevated basal levels of gonadotropins (especially FSH (follicle-stimulating hormone), low concentration of testosterone, and lack of increase of plasma testosterone in response to hCG (human chorionic gonadotropin) administration. The GnRH (gonadotropin-releasing hormone) stimulation test induces a prolonged increase in FSH and LH (luteinizing hormone) levels.",,,
LD2A.3,"46,XY disorder of sex development due to a defect in testosterone metabolism",,,,Congenital adrenal hyperplasia
LD2A.4,"46,XY disorder of sex development due to androgen resistance","Androgen insensitivity syndrome (AIS) is a disorder of sex development (DSD) characterised by the presence of female external genitalia, ambiguous genitalia or variable defects in virilization in a 46,XY individual with absent or partial responsiveness to age-appropriate levels of androgens. It comprises two clinical subgroups: complete AIS (CAIS) and partial AIS (PAIS).",,,
LD2A.Y,Other specified malformative disorders of sex development,,,,
LD2A.Z,"Malformative disorders of sex development, unspecified",,,,
LD2B,Syndromes with premature ageing appearance as a major feature,A heterogeneous group of hereditary syndromes in which affected individuals do or appear to age at an accelerated rate.,,Progeroid syndromes; Cockayne syndrome; Rothmund-Thomson syndrome; Progeria; Kindler syndrome,Xeroderma pigmentosum; Cutis laxa
LD2C,Overgrowth syndromes,,,,Sturge-Weber syndrome; Diabetic embryopathy; Enchondromatosis; Maffucci syndrome
LD2D.0,Peutz-Jeghers syndrome,Peutz-Jeghers syndrome (PJS) is an autosomal dominant inherited disorder characterised by intestinal hamartomatous polyps in association with a distinct pattern of skin and mucosal macular melanin deposition. Patients have an increased risk of developing intestinal cancer.,,,
LD2D.10,Neurofibromatosis type 1,"Neurofibromatosis type 1 (NF1) is an inherited, multi-system, neurocutaneous disorder that predisposes to the development of benign and malignant tumours. Two of the following criteria are required to diagnose NF1: six or more café au lait patches, neurofibromas, i.e. peripheral nerve sheath tumours manifesting as cutaneous, sub-cutaneous or plexiform lesions, skin-fold freckling, two or more iris Lisch nodules, an optic pathway glioma, a specific bony dysplasia (thinning of the long bone cortex, sphenoid wing dysplasia), an affected first-degree relative.",,von Recklinghausen disease,
LD2D.11,Neurofibromatosis type 2,Neurofibromatosis type 2 (NF2) is a tumour-prone disorder characterised by the development of multiple schwannomas and meningiomas.,,,
LD2D.12,Neurofibromatosis type 3,,,,
LD2D.1Y,Other specified neurofibromatoses,,,,
LD2D.1Z,"Neurofibromatosis, unspecified",,,,
LD2D.2,Tuberous sclerosis,"A disease caused by a dominant mutation of 9q34 (TSC1) or 16p13 (TSC2). This disease may present with facial angiofibromas, Koenen tumours, fibrous plaques on the forehead and scalp, renal angiomyolipomas, subependymal nodules, multiple cortical tubers or retinal hamartoma, epilepsy, or mental retardation.",,Bourneville disease,
LD2D.3,Gardner syndrome,"Gardner syndrome develops adenomatous polyps throughout the gastrointestinal tract, accompanied by extracolonic manifestations, including periampullary adenomas, papillary carcinoma of the thyroid, hepatoblastoma, osteomas of the mandible and skull, epidermal cysts, and desmoid tumours. Gardner syndrome is a term used to refer to patients in whom these extraintestinal features are unusually prominent.",,,
LD2D.4,Gorlin syndrome,"Gorlin syndrome, also known as naevoid basal cell carcinoma syndrome (NBCCS), is a hereditary condition characterised by a wide range of developmental abnormalities (odontogenic keratocysts of the jaws, hyperkeratosis of palms and soles, skeletal abnormalities, intracranial ectopic calcifications, and facial dysmorphism) and a predisposition to develop malignant neoplasms (such as multiple basal cell carcinomas or medulloblastoma), and benign neoplasms in the jaw, heart, or ovaries.",,Naevoid basal cell carcinoma syndrome,
LD2D.Y,Other specified phakomatoses or hamartoneoplastic syndromes,,,,
LD2D.Z,"Phakomatoses or hamartoneoplastic syndromes, unspecified",,,,
LD2E,Syndromes with structural anomalies due to inborn errors of metabolism,,,,
LD2F.00,Fetal alcohol syndrome,"Fetal alcohol syndrome is a malformation syndrome caused by maternal consumption of alcohol during pregnancy. It is characterised by prenatal and/or postnatal growth deficiency (weight and/or height <10th percentile)~ a unique cluster of minor facial anomalies (short palpebral fissures, flat and smooth philtrum, and thin upper lip) that presents across all ethnic groups is identifiable at birth, and does not diminish with age. Affected children present severe central nervous system abnormalities including: microcephaly, cognitive and behavioural impairment (intellectual disability, deficit in general cognition, learning and language, executive function, visual-spatial processing, memory, and attention).",,,
LD2F.01,Fetal hydantoin syndrome,"Fetal hydantoin syndrome is a fetopathy likely to occur when a pregnant woman takes the anticonvulsant drug phenytoin (diphenylhydantoin) for epileptic seizures. In utero exposure to this drug may result in a characteristic dysmorphic syndrome in the newborn, including low-set hair, short neck with pterygium colli, small nose, deep nasal bridge, epicanthus, hypertelorism, large mouth, malformed ears, hypoplastic distal phalanges of the fingers and toes and finger-like thumbs. These dysmorphic features are often associated with growth retardation and delayed psychomotor development. The mechanism underlying these anomalies has been shown to depend on maternal genetic characteristics, i.e. on maternal capacity to detoxify intermediate metabolites of phenytoin.",,,
LD2F.02,Embryofetopathy due to oral anticoagulant therapy,"A condition caused by exposure of the embryo or fetus to anticoagulants during the antenatal period. This disease may present with optic nerve anomaly, optic atrophy, anomaly of the papilla, blindness, or choanal atresia.",,,
LD2F.03,Fetal Valproate Spectrum Disorder,"Fetal valproate spectrum disorder (FVSD) and Fetal valproate syndrome (FVS) describe the range of signs and symptoms which occur as a consequence of exposure to sodium valproate or valproic acid in the womb. A wide range of physical anomalies occur at increased frequency, including spina bifida, major and minor limb abnormalities, oral clefting, cardiac defects, hypospadias, and joint laxity. A characteristic pattern of facial dysmorphism is frequently present, especially notable in early childhood. Neurodevelopmental problems including reduced IQ, poorer language and motor development, increased rates of autistic spectrum disorder and attention deficit hyperactivity disorder are observed in up to 40% of those exposed. Vision problems such as myopia and astigmatism are also common. Risks are dose dependent and the impact on the brain may be seen at lower doses than those required for physical development alterations.",,,
LD2F.0Y,Other specified toxic or drug-related embryofetopathies,,,,
LD2F.0Z,"Toxic or drug-related embryofetopathies, unspecified",,,,
LD2F.10,Prune belly syndrome,"A syndrome is characterised by cryptorchidism, urinary tract defects, and poor development of the abdominal muscles causing the skin on the abdomen to wrinkle.",,,
LD2F.11,VATER association,"VACTERL/VATER is an association of congenital malformations typically characterised by the presence of at least three of the following: vertebral defects, anal atresia, cardiac defects, tracheo-oesophageal fistula, renal anomalies, and limb abnormalities.",,,
LD2F.12,Sirenomelia,"Sirenomelia is a rare lethal malformation characterised by severe anomalies of the caudal part of the fetus that include a single lower limb, with various degrees of involvement ranging from single to separate femurs in the same skin shaft, presence of two feet (sympode mermaid) or one foot (monopode mermaid), to absence of both feet (ectromelic mermaid). Urogenital anomalies are also present and include bilateral renal agenesis, absence of outflow tract and absence of external genitalia. Imperforate anus and sacro-coccygeal agenesis have also been reported. Together these malformations comprise the extreme form of the caudal regression sequence.",,,
LD2F.13,Meckel-Gruber syndrome,"Meckel syndrome (MKS) is a monogenic disease characterised by a combination of renal cysts and variably associated features, including developmental anomalies of the central nervous system (usually occipital encephalocele), hepatic ductal dysplasia and cysts, and polydactyly, and a lethal course, with death occurring in the perinatal period.",,,
LD2F.14,MURCS association,"MURCS association, which stands for Müllerian duct aplasia (MU), congenital renal dysplasia (R), cervical somite anomalies (CS), is the atypical (or type II) form of Mayer-Rokitansky-Küster-Hauser syndrome, characterised by utero-vaginal atresia in otherwise normal females as well associated kidney and skeletal abnormalities and hearing problems.",,,
LD2F.15,Noonan syndrome,"Noonan Syndrome is characterised by short stature, facial dysmorphism and congenital heart defects. The main facial features of NS are hypertelorism with down-slanting palpebral fissures, ptosis and low-set posteriorly rotated ears with a thickened helix. The cardiovascular defects most commonly associated with this condition are pulmonary stenosis and hypertrophic cardiomyopathy. Other associated features are webbed neck, chest deformity, mild intellectual deficit, cryptorchidism, poor feeding in infancy, bleeding tendency and lymphatic dysplasia. The syndrome is transmitted as an autosomal dominant trait.",,,
